Business LIcense,Violation Date,Violation,Inspector Comments
09FOOD-0061,02/15/2017,"(29) PLUMBING: Installed, maintained",The plumbing line from the front dipper well is leaking. Repair the leak.
09FOOD-0061,02/15/2017,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor around the front south floor drain is soiled. Routinely clean the floors.
09FOOD-0061,02/15/2017,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. No FSSMC documentation on site. Provide proof of valid FSSMC within 10 days.
09FOOD-0061,02/15/2017,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",A small portion of the panel behind the front hand sink is in disrepair. Refasten the panel.
09FOOD-0089,02/17/2017,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floors under the ice machine and dish machine are soiled. Routinely clean all floors.
10FOOD-0044,02/17/2017,(2) FOOD: Original Container; properly labeled.,Bottle of blue cleaning liquid is unlabeled.  Provide an accurate label.
10FOOD-0020,02/17/2017,(38) LIGHTING: Provided as required; fixtures shielded.,The lights above the 3-compartment sink are not shielded. Provide a cover or shatter proof bulb.
10FOOD-0020,02/17/2017,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Chemicals are being stored above a prep surface in the kitchen. Store all chemicals below food surfaces.
15FOOD-0002,02/17/2017,(2) FOOD: Original Container; properly labeled.,Spray bottles are mislabeled. Ensure all spray bottles are correctly labeled with their contents.
10FOOD-0020,02/17/2017,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. The FSSMC on site is expired. Provide proof of a valid FSSMC within 90 days. http://www.cityofevanston.org/health/food-service-manager-certification/
09FOOD-0089,02/17/2017,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The ceiling and walls in the back room are in disrepair. Repair the damage and peeling paint.
10FOOD-0020,02/17/2017,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall partition next to the hand sink is in disrepair. Repair the damage.
10FOOD-0020,02/17/2017,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the hot hold drawers is soiled. Routinely clean all floors.
09FOOD-0051,02/20/2017,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. Cooler is not maintaining 41F or below. Have cooler serviced.
10FOOD-0017,02/20/2017,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",Surface of three compartment sink basins are soiled. Remove residue from sink surface before filling sinks with clean water or sanitizer.
10FOOD-0017,02/20/2017,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Bread is stored next to hand wash sink and under the soap and paper towel dispenser. Provide space between the bread and hand washing. A splash guard would be beneficial for hand wash sink.
09FOOD-0231,02/21/2017,(5) FOOD PROTECTION: Thermometers provided and conspicuous,There are no thermometers in the sushi coolers. Place a thermometer in the cooler to monitor the temperature.
09FOOD-0231,02/21/2017,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",There is no hand soap to the front sushi hand sink. Supply hand soap at every hand sink.
09FOOD-0231,02/21/2017,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",There is a gap between the wok station and the wall. Seal the wok station to the wall under the fume hood to prevent grease from accumulating on the floor.
09FOOD-0231,02/21/2017,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,The bar ice scoop is being improperly stored with the handle in contact with the ice. Store in a separate clean container of with the handle sticking out of the ice. The rice scoop is being stored in a container of water at 78 F. Store in water above 135 F |  in a clean separate container that is cleaned at least every 4 hours |  or in the rice with the handle sticking out.
16FOOD-0030,02/21/2017,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloth on table. Please store wiping cloth in sanitizing solution when not in use
09FOOD-0231,02/21/2017,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",Takeout containers are being stored improperly. Store the containers upside down to prevent debris fro falling in it.
09FOOD-0231,02/21/2017,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The ceiling tiles in the kitchen are unapproved. Replace with non absorbent easily cleanable tiles.
09FOOD-0231,02/21/2017,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. The upright cooler on the cook line is failing to maintain PHF at or below 41 F. The cooler is scheduled to be repaired tomorrow.
09FOOD-0231,02/21/2017,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the cook line equipment is heavily soiled. Clean the floors. The floor tiles under the cook line cooler is in disrepair. Replace the damaged floor tiles.
16FOOD-0030,02/21/2017,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Observed no thermometer in standing refrigerator and prep cooler. Please supply coolers with a conspicuous thermometer
09FOOD-0231,02/21/2017,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Various potentially hazardous food is being stored in the upright cooler on the cook line well above 41 F. The food was all discarded.
09FOOD-0232,02/23/2017,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",The gaskets on the cooler across from the deep fryer are in disrepair. Replace the damaged gaskets. The interior cooler door across from the 2-compartment sink is damaged |  insulation is exposed. Replace/repair the door.
09FOOD-0076,02/24/2017,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",observed whole banana stored on top of cut cucumber in prep station.  Please be sure foods are not stored over or on top of ready to eat foods
09FOOD-0101,02/24/2017,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",There is a gap between the top of the takeout window with the microwave. Fill in the gap with caulk/sealant.
09FOOD-0101,02/24/2017,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor near the cook line is in disrepair. It is currently covered with plywood. Repair the damaged/missing floor tiles.
09FOOD-0101,02/24/2017,(2) FOOD: Original Container; properly labeled.,White bins in the drive storage room aren't labeled. Any substance out of the original container must be labeled to avoid potential misuse.
09FOOD-0076,02/24/2017,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",observed ceilings in womens and mens washrooms as well as by waitress station in disrepair.  Ceilings must be repaired in a workmanlike manner allowing for a smooth and easily cleanable surface.
09FOOD-0101,02/24/2017,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",There is no paper towels to the hand sink in the wait staff area. Provide soap and paper towels at each hand sink.
09FOOD-0076,02/24/2017,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,observed sugar scoop stored with handle in the sugar.  Please store food dispensing utensils with handles out of food.
09FOOD-0101,02/24/2017,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The soda nozzles and holsters in the bar are soiled. Routinely clean both items. The can opener in the kitchen is soiled. Routinely clean all food contact surfaces.
09FOOD-0101,02/24/2017,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. A chemical spray bottle is being stored among food in the dry storage room. The chemical was properly stored.
09FOOD-0076,02/24/2017,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",observed top left lid of ice cream storage to be broken and coming loose.  Please repair lid
14FOOD-0050,02/27/2017,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The baseboard under the 3-compartment sink is missing replace the missing baseboard. Floor tiles under the prep line cooler are damaged/missing. Replace the floor tiles.
14FOOD-0050,02/27/2017,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Two bottles of Windex are being stored among dry storage product. The chemicals were properly stored.
14FOOD-0050,02/27/2017,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Ice cream scoops are being stored in stagnant water. Store the scoops in water that's 135 F or higher |  in a clean container |  or in the product with the handle sticking out.
09FOOD-0073,02/27/2017,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The panel on the exterior of the walk in cooler is in disrepair. Refasten the panel.
09FOOD-0073,02/27/2017,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",The metered hot water in the women's bathroom only stays on for 5 seconds. Repair so it remains running for at least 15 seconds.
09FOOD-0099,03/01/2017,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Container of raw chicken stored on floor. Store food at least 6 inches off the floor.
09FOOD-0099,03/01/2017,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floors are soiled with crumbs and spilled seasoning. Clean.
09FOOD-0099,03/01/2017,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Closets and storage space contain unnecessary items and equipment. Remove items to eliminate clutter and improve cleaning.
09FOOD-0184,03/02/2017,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Chlorine >400ppm. Dilute solution to bring concentration to 50-100ppm.
